lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
1,0,47.25,8,29,3,1,2,1,0,1
1,2,136.0,6,11,4,1,1,0,3,1
68,1,74.61,11,18,4,2,2,0,3,1
96,2,79.2,11,25,4,2,0,3,0,0
116,1,87.08,10,24,4,3,1,3,0,1
0,2,90.0,8,6,4,1,0,0,0,1
3,3,155.0,9,11,4,0,1,0,0,1
0,1,164.0,9,23,4,2,0,0,0,1
130,2,104.4,10,29,4,1,2,0,3,1
275,1,90.95,10,28,4,2,2,0,0,0
16,0,79.75,11,20,2,4,2,0,0,1
78,1,99.45,4,6,4,4,1,0,3,1
338,0,90.67,10,7,3,2,1,0,0,1
74,0,90.95,5,2,3,4,1,0,3,1
8,3,92.4,9,8,4,2,0,0,3,1
85,0,94.5,7,13,4,4,0,3,0,0
3,0,88.0,12,5,4,1,1,3,0,1
4,0,85.0,4,15,3,2,0,0,0,1
0,0,85.0,2,24,4,1,0,3,0,1
2,1,108.0,2,26,4,1,0,0,3,1
29,0,84.67,12,30,3,4,2,0,0,1
18,0,135.0,5,13,4,1,0,0,0,0
0,2,0.0,12,19,1,1,1,0,6,1
76,1,122.4,8,10,4,4,0,0,0,0
101,0,150.3,8,24,4,4,0,0,3,0
19,2,121.2,12,28,4,5,2,0,3,1
70,1,84.15,3,28,3,3,1,0,0,1
68,0,89.53,6,18,4,1,2,0,0,0
64,2,79.2,11,20,4,2,0,0,0,1
1,1,88.43,3,12,4,1,1,0,0,1
104,0,123.3,7,21,4,3,1,0,3,1
64,1,71.83,3,22,3,4,0,0,0,1
2,0,67.0,12,16,2,1,0,0,0,1
9,2,122.33,9,3,4,4,2,0,0,1
86,0,40.67,3,23,3,3,0,0,0,1
16,0,102.33,6,12,4,1,2,3,0,1
22,1,155.77,9,8,4,6,2,0,6,1
7,2,90.0,8,26,4,2,0,0,0,1
18,0,69.0,2,19,3,2,1,0,0,0
12,0,61.0,1,16,3,2,2,0,0,1
3,1,126.0,9,14,4,0,1,0,0,1
171,1,90.95,6,28,4,4,0,0,0,1
105,0,83.05,12,26,4,1,1,0,0,1
87,1,117.9,8,14,4,1,2,0,0,0
6,1,109.0,2,4,4,3,1,0,0,0
19,0,111.0,3,4,4,2,0,0,3,0
117,2,126.31,5,22,4,3,2,0,0,1
64,3,98.55,9,5,4,1,1,0,0,1
58,1,132.3,10,10,4,3,1,0,3,0
96,0,82.45,8,11,3,2,0,0,3,1
200,4,115.6,10,3,3,4,1,0,3,1
66,1,80.55,2,9,4,3,0,0,1,1
56,0,63.75,3,12,4,2,2,0,0,0
1,1,176.0,5,20,4,1,0,0,3,1
0,1,108.0,1,4,4,0,1,0,3,1
12,0,76.29,12,3,4,2,2,3,0,1
287,1,90.95,10,19,4,4,1,0,0,1
35,0,129.87,6,27,4,2,1,0,3,0
159,1,106.74,7,6,4,5,2,0,0,0
1,0,95.0,11,26,4,1,0,0,0,1
60,0,75.48,6,21,3,3,0,0,0,1
108,1,118.8,10,7,4,2,0,0,0,1
13,1,80.0,8,20,4,3,0,0,0,0
146,1,103.5,7,13,4,3,0,3,0,1
16,2,65.0,12,4,2,0,1,0,0,1
47,0,108.0,10,11,4,3,0,3,0,1
55,0,168.3,8,16,4,3,0,0,3,0
207,2,76.5,8,21,4,3,2,0,0,1
162,0,86.82,7,14,4,5,2,3,0,0
24,1,107.1,10,16,4,1,2,3,0,0
40,2,165.6,9,28,4,2,0,0,3,1
136,1,88.01,8,13,4,1,2,0,0,1
70,1,72.9,2,26,4,2,0,0,0,0
10,0,72.1,2,19,3,1,0,0,0,1
220,0,85.5,8,29,4,1,1,3,0,0
42,0,116.26,3,31,4,3,1,0,0,0
125,0,108.9,8,7,4,1,2,0,0,0
29,1,66.0,12,6,3,1,2,3,0,1
39,0,68.76,2,22,4,4,1,0,1,1
71,2,153.0,10,18,4,1,0,1,0,1
58,1,92.75,10,10,4,1,2,0,0,1
56,0,185.0,9,25,3,2,1,0,0,1
14,0,89.0,4,17,4,1,2,3,0,0
54,1,96.0,11,11,4,2,1,0,0,0
39,2,109.49,6,17,4,2,0,0,3,1
14,0,147.5,4,29,4,2,2,0,0,0
240,1,95.63,9,3,4,2,2,0,0,0
0,0,147.0,9,22,2,2,0,0,0,1
134,2,137.7,9,29,4,3,1,0,3,0
1,2,113.6,8,20,4,3,2,0,0,1
61,0,140.4,5,28,4,1,0,0,3,0
74,3,80.1,10,27,4,2,0,3,0,1
46,0,85.0,3,21,3,2,1,0,0,0
23,2,139.0,9,25,4,3,2,0,0,1
124,0,135.0,10,9,4,0,2,0,3,0
227,0,106.0,10,10,2,2,1,0,4,0
26,3,88.4,12,6,4,5,2,0,0,1
163,2,74.65,10,23,4,3,2,0,0,1
202,0,90.0,5,29,4,1,2,0,0,0
67,1,149.4,9,18,4,1,2,0,3,1
20,0,231.5,9,18,4,2,2,0,5,0
80,0,89.75,5,16,3,1,1,0,0,1
62,0,99.0,9,4,4,0,1,3,0,0
0,0,79.0,1,11,2,0,1,0,0,1
65,0,80.75,4,27,3,4,0,0,0,1
9,2,235.63,7,28,4,1,0,0,6,1
13,0,131.89,12,2,4,4,2,0,3,1
8,0,95.0,4,5,4,1,0,0,0,1
32,0,85.0,10,15,3,1,1,0,0,1
23,2,105.0,10,4,4,2,2,0,0,1
111,2,118.8,9,11,4,2,2,3,0,0
249,0,80.75,10,22,4,2,2,0,0,0
184,2,128.7,10,17,4,3,1,0,3,0
19,1,93.0,2,19,4,2,1,0,0,1
7,1,65.0,11,2,2,5,2,0,0,1
2,2,65.0,11,28,2,2,1,0,0,1
239,2,80.75,6,28,4,5,0,3,0,0
221,3,94.5,8,18,4,2,0,3,0,1
169,0,80.75,9,9,3,2,0,0,0,1
32,0,150.3,3,31,4,3,1,0,0,0
254,0,119.7,9,23,4,2,0,0,0,0
1,0,129.0,5,24,4,1,0,3,0,1
26,0,104.0,12,17,4,1,1,0,0,1
89,1,119.0,12,22,4,3,2,0,3,1
36,2,99.0,9,1,4,2,0,3,0,1
32,1,65.14,6,12,4,1,2,3,0,1
88,1,138.0,5,3,3,3,0,1,0,1
96,2,79.2,12,5,4,1,1,3,0,1
28,0,74.08,3,7,4,5,2,0,3,1
68,1,87.3,9,7,4,1,0,3,0,0
33,1,143.1,3,24,4,2,0,0,0,1
60,2,93.6,12,16,4,2,1,0,0,1
8,0,95.0,6,24,3,2,0,0,0,1
165,1,85.0,7,18,4,3,1,3,0,0
92,0,60.0,12,22,3,4,0,0,3,1
123,1,162.0,9,20,4,5,1,0,3,0
268,1,105.25,8,6,4,1,1,0,1,0
32,1,154.0,9,27,4,2,0,0,3,0
39,1,128.99,9,27,4,4,0,0,3,0
0,0,116.45,6,28,2,1,0,0,0,1
2,1,258.0,9,2,4,1,0,0,5,1
97,1,97.2,10,11,4,2,0,3,0,0
7,1,91.0,6,23,4,1,0,0,0,0
19,0,80.0,11,13,3,3,2,0,0,1
204,0,137.0,10,18,4,2,2,0,3,0
14,1,91.0,2,7,4,2,2,0,0,0
76,0,89.75,8,30,3,4,0,0,0,1
13,1,79.0,2,13,4,1,0,3,0,1
42,0,68.0,11,24,3,3,1,0,0,1
277,0,96.3,10,16,4,0,2,0,0,0
0,1,113.0,10,19,4,1,1,0,3,1
48,1,140.4,5,10,4,5,0,0,3,1
41,1,143.4,5,17,4,3,0,0,3,1
100,2,92.65,4,25,4,4,1,0,0,1
99,0,90.95,6,4,3,1,0,0,3,1
130,1,89.25,5,22,4,2,2,3,0,1
32,1,149.4,7,7,4,1,0,0,3,1
18,0,110.4,9,18,4,2,2,0,0,0
20,1,112.25,8,29,4,3,1,3,0,1
91,1,118.8,10,8,4,2,2,0,0,0
206,2,105.3,10,26,4,4,1,0,0,0
57,1,64.37,11,11,4,2,1,3,0,1
74,0,123.3,10,31,4,0,1,0,3,1
45,0,104.98,4,26,4,4,0,0,0,0
109,0,81.25,3,27,4,2,2,3,0,0
8,2,220.0,4,21,4,3,0,0,5,1
0,0,96.3,6,27,4,0,1,0,0,1
66,0,73.5,3,16,4,3,0,3,0,0
1,1,97.0,11,28,4,0,1,3,0,1
219,1,76.67,9,4,3,2,1,0,0,1
96,1,87.3,4,18,4,2,1,0,0,1
75,1,149.4,8,12,4,3,2,0,3,1
12,0,134.33,7,18,4,2,1,0,0,1
53,1,104.58,4,25,4,4,1,0,3,1
0,0,135.67,7,8,4,2,1,3,0,1
207,3,108.9,10,4,4,1,0,0,0,1
222,2,72.9,12,2,4,2,1,0,0,0
31,0,63.0,3,17,3,5,2,0,0,1
41,0,65.02,12,27,4,1,2,0,0,1
34,1,90.0,10,25,3,3,2,0,3,1
131,0,115.94,6,19,4,3,2,0,0,0
14,1,81.0,2,7,4,5,2,3,0,1
66,0,125.1,8,16,4,2,0,3,0,0
0,1,157.0,6,9,4,2,0,1,3,1
162,2,121.5,7,25,4,0,1,0,0,0
33,0,73.1,3,2,4,4,0,3,0,0
90,0,76.5,8,16,4,4,2,0,0,0
78,2,142.2,7,20,4,2,0,0,3,1
256,2,133.11,10,14,4,3,2,0,3,0
21,1,109.23,6,3,4,2,1,0,3,1
161,1,63.42,6,28,4,7,2,0,0,1
199,0,77.89,12,28,4,4,2,0,3,0
88,1,85.0,9,12,3,0,1,0,0,1
87,2,69.53,10,31,4,2,1,0,0,1
115,1,72.25,12,24,4,3,0,0,0,0
64,2,111.6,12,26,4,2,1,0,3,1
40,1,98.1,6,5,4,0,1,3,0,1
43,1,148.13,3,25,4,2,2,1,0,0
31,0,72.9,2,8,4,2,1,0,0,0
101,2,153.0,10,21,4,1,0,1,0,0
32,1,135.9,7,3,4,2,2,0,0,1
53,0,88.4,11,21,4,3,1,0,0,1
32,1,216.9,8,13,4,1,0,0,5,0
20,1,90.86,5,29,4,2,2,0,0,1
169,2,121.5,8,3,4,3,0,0,0,0
1,0,66.0,2,3,2,1,0,0,0,1
69,0,82.45,3,28,4,3,1,0,0,1
213,1,94.5,8,12,4,2,1,3,0,1
252,2,81.43,12,28,4,4,1,0,0,1
3,1,67.0,12,5,2,0,1,0,0,1
91,2,136.35,6,15,4,4,0,0,0,1
99,0,90.63,4,5,4,3,0,0,0,1
31,0,105.3,5,13,3,2,0,0,3,1
55,2,139.5,10,13,4,3,2,0,3,1
6,0,67.0,11,16,2,1,0,0,0,1
8,0,109.25,10,28,4,4,0,3,0,1
61,1,98.25,9,15,4,1,0,0,0,1
111,1,120.0,10,10,3,2,1,0,0,1
42,2,162.5,8,21,4,5,4,0,3,1
3,2,132.6,5,16,4,2,1,0,3,1
151,0,95.4,6,2,4,3,0,3,0,0
27,1,151.0,7,8,4,2,0,0,0,1
12,1,142.33,9,18,4,1,2,3,0,1
18,0,130.9,12,12,4,3,1,0,3,1
1,0,54.0,2,20,3,1,2,0,0,1
185,1,90.95,7,5,4,4,0,0,0,0
19,1,159.0,9,23,4,2,1,0,0,0
14,1,67.76,12,1,4,2,0,3,0,1
1,1,66.0,12,6,3,1,2,3,0,1
12,1,152.0,9,17,4,1,0,0,0,0
79,0,89.25,9,18,4,1,0,0,0,0
194,2,130.05,8,14,4,2,2,0,3,0
181,1,85.5,7,8,4,1,0,3,0,0
134,0,116.1,6,18,4,1,0,3,0,1
49,0,80.0,11,14,3,5,2,0,0,0
2,0,100.0,6,1,3,1,0,0,0,1
6,0,104.0,4,18,4,1,1,0,0,1
18,0,73.95,1,12,4,2,0,0,0,1
24,3,224.0,10,24,4,1,0,0,5,1
133,1,110.7,10,21,4,2,0,0,1,1
20,2,127.0,3,17,4,1,0,0,0,1
7,1,132.33,6,29,4,3,0,3,0,1
76,1,207.9,9,4,4,0,2,0,5,0
17,1,74.61,9,14,4,3,1,0,3,1
6,0,75.0,12,13,2,1,0,0,0,1
92,0,90.95,4,25,4,3,1,0,0,0
10,1,157.0,8,14,4,0,2,0,0,1
112,0,132.6,6,9,4,3,1,0,3,0
179,0,88.76,8,25,4,3,0,0,1,0
0,0,75.0,12,15,2,1,0,0,0,1
86,2,108.0,10,10,4,2,1,3,0,1
88,1,90.3,4,4,4,2,1,0,0,1
45,1,93.6,12,2,4,2,0,0,0,1
159,0,85.5,8,26,4,1,0,3,0,0
26,0,85.0,10,16,3,3,2,0,0,1
140,0,116.1,9,7,4,2,0,3,0,0
3,0,80.0,1,30,4,2,2,0,0,1
142,1,76.5,8,13,4,5,2,0,0,1
31,1,0.0,4,9,4,1,1,0,0,1
180,2,95.13,8,14,4,5,2,0,0,1
16,0,90.38,12,7,4,4,2,0,0,1
77,0,147.6,8,26,4,2,2,0,3,0
34,1,170.4,10,8,4,1,2,0,3,0
386,1,90.0,10,23,4,0,2,1,0,0
4,0,111.2,9,20,3,0,2,0,0,1
61,1,76.5,7,7,4,4,0,0,0,0
25,0,85.0,10,9,3,2,2,0,0,0
69,0,82.45,3,13,4,3,2,0,3,1
47,0,75.0,3,29,3,3,0,0,0,1
0,1,0.0,11,26,1,1,0,0,0,1
157,0,112.0,7,14,3,3,0,0,0,0
0,2,93.5,7,23,4,1,0,0,3,1
264,0,96.3,10,28,4,2,1,0,0,0
8,0,111.35,5,25,4,1,0,0,0,0
48,0,67.5,3,5,4,1,2,3,0,0
52,0,140.4,5,31,4,5,0,0,3,1
110,1,104.4,10,28,4,2,1,0,3,1
10,0,119.0,10,14,3,2,0,0,0,1
11,0,76.29,12,2,4,2,2,3,0,1
65,0,98.1,9,6,4,1,0,0,0,1
21,1,93.0,3,10,4,2,0,0,0,1
2,0,77.0,7,8,2,1,0,0,0,1
3,1,81.0,2,12,4,2,0,3,0,1
9,0,139.0,9,19,4,1,1,3,0,1
78,0,93.6,11,21,4,2,1,0,0,0
207,3,80.01,10,20,4,3,2,0,0,1
221,0,80.0,8,12,3,1,0,0,0,0
12,2,129.0,10,29,4,1,2,3,0,1
34,0,73.9,2,8,4,4,1,0,0,1
236,0,159.3,9,22,4,3,0,0,3,0
1,0,197.0,7,7,4,1,0,0,3,1
1,0,65.0,9,30,2,1,0,0,0,1
54,0,130.05,4,20,4,3,0,0,0,1
98,0,119.85,5,21,4,2,2,0,0,1
52,0,94.5,7,18,4,2,1,3,0,0
40,0,140.4,5,18,4,2,0,0,3,0
65,0,139.5,7,12,4,2,0,0,3,1
206,1,168.3,8,5,4,1,0,0,5,0
39,0,120.6,4,20,4,4,1,0,3,0
0,0,89.0,11,5,2,1,0,0,0,1
81,0,119.07,10,2,4,1,2,0,3,0
11,1,103.1,12,19,4,3,1,0,0,1
54,1,107.1,7,2,4,1,0,3,0,1
190,1,121.5,8,8,4,2,1,0,0,0
42,1,152.1,8,16,4,2,0,0,0,1
33,0,85.5,9,10,3,1,1,3,0,1
0,2,133.0,8,11,4,3,0,0,0,1
149,0,80.75,9,2,3,2,1,0,0,1
4,1,128.59,6,2,4,3,1,0,0,1
177,1,125.1,10,2,4,5,2,0,0,0
0,1,65.0,4,25,2,0,1,0,0,1
41,2,127.83,4,30,4,3,2,0,1,1
280,2,94.5,12,6,4,3,0,0,0,0
138,1,130.5,7,14,4,2,0,0,0,1
140,2,109.2,6,4,4,1,2,3,0,1
133,0,99.9,5,17,4,3,0,0,0,1
207,2,106.25,9,30,4,3,2,0,0,0
134,2,105.7,5,26,4,3,1,0,0,1
75,0,135.15,4,29,4,3,2,0,0,0
91,0,75.0,5,11,3,4,0,0,0,1
100,1,89.25,10,15,4,3,1,0,0,1
8,1,77.92,12,27,4,1,2,3,0,1
5,3,124.5,9,3,4,2,0,3,3,1
132,3,135.9,6,11,4,1,1,0,0,1
40,1,80.32,8,30,4,3,0,0,0,1
11,0,129.5,12,30,4,4,0,0,3,1
24,1,46.67,2,11,3,3,0,0,3,1
54,0,187.85,4,29,4,4,2,0,5,0
28,1,122.0,9,1,4,2,0,0,0,0
31,1,77.47,6,26,4,1,2,0,0,1
188,2,123.75,8,9,4,5,2,0,0,0
26,0,66.29,12,1,4,10,4,3,0,0
0,0,90.0,5,13,3,2,0,0,0,1
104,2,142.2,7,21,4,3,1,0,3,1
106,1,84.58,7,13,3,4,0,0,0,1
90,0,133.2,8,7,4,2,2,0,3,1
12,2,0.0,8,17,1,1,0,0,0,1
66,2,149.4,9,15,4,3,0,0,3,1
4,0,65.0,11,13,2,1,2,0,0,1
12,1,134.75,11,7,4,2,1,3,0,1
168,1,112.8,7,18,4,2,1,0,3,0
41,0,89.29,12,27,3,5,2,0,4,1
39,1,144.9,7,10,4,0,2,0,0,1
123,0,89.92,3,30,4,3,0,0,1,0
37,0,211.5,6,10,4,3,2,0,5,0
32,2,85.5,9,17,3,1,0,0,0,1
24,0,122.0,9,1,4,3,0,0,0,1
63,0,71.0,1,19,3,3,0,0,0,1
1,0,75.0,8,28,3,1,2,3,0,1
57,1,108.9,4,1,4,2,1,0,0,0
236,0,89.0,8,2,2,5,0,0,0,1
9,0,65.91,12,5,4,1,2,0,0,1
172,1,99.9,11,12,4,1,0,0,0,1
10,0,66.0,1,28,2,1,0,0,0,1
19,3,130.0,2,19,4,3,2,0,3,1
208,0,112.5,10,22,4,3,2,0,0,0
10,1,89.89,12,3,4,2,2,0,0,1
1,0,82.0,1,3,4,0,2,0,0,1
43,0,117.9,7,1,4,2,0,0,0,0
6,2,158.5,2,23,4,3,0,1,0,1
33,0,113.4,6,13,4,3,1,0,0,0
129,1,114.3,8,6,4,1,0,0,0,1
107,0,65.49,4,25,4,3,1,0,0,1
258,2,88.83,10,29,4,2,2,0,0,1
116,2,138.55,7,6,4,4,0,0,3,1
15,1,75.0,12,10,2,2,0,0,0,1
59,2,79.05,3,20,4,3,2,3,0,1
4,0,110.71,10,24,4,0,1,3,3,1
91,0,105.0,5,4,3,4,0,1,0,1
87,3,91.0,11,13,4,2,2,0,0,1
50,1,87.3,3,11,4,2,1,0,3,1
177,0,90.9,10,30,3,1,2,0,0,1
69,0,126.9,6,17,4,2,1,0,0,1
62,1,121.5,7,26,4,2,0,0,0,1
239,0,85.5,10,28,4,2,0,3,0,0
16,3,165.0,9,5,4,1,2,0,5,1
88,1,158.4,9,16,4,2,0,0,3,1
1,1,98.56,5,10,4,3,0,0,0,1
0,2,103.5,10,4,4,3,0,0,0,1
144,2,114.3,7,30,4,1,1,0,0,1
108,2,87.3,3,30,4,3,0,0,0,0
20,1,97.0,12,18,4,0,2,3,0,1
64,1,143.4,8,27,4,1,2,0,3,0
2,2,110.11,9,15,4,1,0,3,0,1
20,0,84.0,7,4,2,1,1,0,0,1
43,0,126.9,5,9,4,2,1,0,0,0
15,1,142.67,6,21,4,3,0,0,3,1
197,1,116.1,9,15,4,3,0,3,0,0
40,1,136.89,9,27,4,2,0,0,0,0
12,1,145.0,7,11,4,1,1,0,0,1
39,0,65.0,12,27,3,1,0,0,0,1
149,0,137.7,8,20,4,1,2,0,3,0
1,2,121.0,11,14,4,0,1,0,0,1
38,0,88.8,6,20,4,3,1,0,0,0
154,3,126.9,9,8,4,3,0,0,0,1
10,1,63.58,3,10,3,3,1,0,0,1
192,2,76.5,8,6,4,3,2,0,0,1
7,0,101.0,3,22,4,1,0,0,0,0
84,1,134.1,8,4,4,2,0,0,3,1
0,2,90.0,8,7,4,4,2,0,0,1
50,0,60.0,11,13,3,2,1,0,3,1
10,0,119.0,10,14,3,2,1,0,0,1
0,1,0.0,1,7,1,1,0,0,0,1
43,0,66.43,2,23,4,5,0,0,1,0
258,1,106.2,9,29,4,1,0,0,0,0
81,1,103.5,7,3,4,1,2,3,0,0
6,1,67.0,8,28,2,0,2,0,0,1
0,0,86.0,1,1,4,1,0,3,0,1
3,2,98.0,8,22,4,1,1,0,0,1
9,1,139.0,2,12,4,2,0,0,3,1
30,0,163.62,8,6,3,1,0,0,4,1
54,3,139.5,10,13,4,3,0,0,3,1
110,1,142.2,8,23,4,2,0,0,3,1
41,0,107.1,6,28,4,2,0,3,0,0
110,2,190.8,10,14,4,2,0,0,5,1
37,1,81.9,3,1,4,2,0,0,0,0
102,0,105.9,7,25,3,4,1,0,0,1
92,2,135.0,10,6,4,1,0,0,0,1
45,0,149.4,5,12,4,3,2,0,3,1
161,1,127.8,8,16,4,2,0,0,3,0
11,1,126.0,9,30,4,1,0,0,0,1
2,0,63.75,11,4,3,4,0,0,0,1
44,0,87.2,11,19,4,1,1,3,0,0
33,0,135.9,9,8,4,3,2,0,0,0
1,1,73.92,4,15,4,1,0,0,0,1
32,1,99.0,8,28,4,0,1,3,0,1
17,1,97.5,8,29,4,4,2,0,0,0
45,1,108.0,10,11,4,3,0,3,0,1
29,1,88.76,11,11,4,2,1,0,0,1
101,0,132.6,5,25,4,4,0,0,3,1
119,1,81.47,10,24,4,3,1,0,3,1
121,1,122.4,11,4,4,2,1,0,3,0
118,0,96.3,6,28,4,3,0,0,0,0
97,1,150.3,8,5,4,2,1,0,3,1
24,1,124.0,9,18,4,2,1,0,0,0
4,0,156.0,4,6,4,1,0,0,3,0
78,0,135.9,9,3,4,3,2,0,0,0
7,1,65.0,12,27,2,2,0,0,0,1
102,1,77.78,4,14,4,3,1,0,1,1
172,1,88.7,5,22,4,1,2,0,3,1
50,0,82.45,3,11,4,2,2,0,3,0
31,0,71.0,2,4,2,2,0,0,0,1
153,0,85.0,6,30,4,3,1,0,0,0
126,0,79.2,11,5,4,1,1,3,0,1
68,1,112.2,4,21,4,3,0,0,3,1
2,1,153.62,9,22,4,1,0,0,3,1
94,0,134.1,8,5,4,2,1,0,0,0
31,0,89.3,2,3,4,4,0,0,3,1
5,1,96.0,12,15,4,3,0,0,0,1
38,1,118.0,12,31,3,3,0,0,0,1
14,0,95.0,10,14,2,3,0,0,0,1
63,2,91.63,11,9,4,4,1,0,0,0
63,0,168.3,8,9,4,3,0,0,3,1
20,1,89.0,1,30,4,1,2,0,0,1
35,1,93.63,2,24,4,3,0,0,0,1
40,0,85.0,10,24,3,3,1,0,0,1
91,1,90.9,4,12,4,3,0,0,0,1
79,0,95.0,9,3,3,5,2,0,0,1
82,1,72.25,11,2,4,3,1,0,0,0
101,0,61.5,12,31,3,3,1,0,3,1
97,0,130.9,5,18,4,4,0,3,0,0
178,1,99.45,8,3,4,4,0,0,0,1
0,0,89.89,12,10,4,2,2,0,0,1
0,1,89.0,4,13,4,1,0,3,0,1
92,1,134.1,8,20,4,3,2,0,0,0
1,0,110.0,8,12,3,4,0,0,0,1
141,0,118.06,7,3,3,2,2,1,3,0
154,0,68.0,11,30,3,1,0,0,0,1
55,1,99.0,3,22,4,3,0,0,0,0
85,0,165.3,8,22,4,5,1,0,3,1
95,0,68.0,10,30,3,4,2,0,0,1
64,1,158.4,9,16,4,2,0,0,3,1
42,1,71.1,3,11,4,2,0,3,0,1
16,0,106.0,2,28,4,0,2,0,3,0
41,1,110.09,10,23,4,2,2,0,3,1
105,0,62.86,4,6,4,2,0,0,0,1
55,0,80.3,2,26,4,2,0,0,0,1
109,1,80.1,10,26,4,1,0,3,0,1
212,1,67.5,11,18,4,2,0,3,0,0
4,0,117.0,11,2,4,2,1,0,0,1
69,1,99.3,4,17,4,1,2,0,0,1
53,1,161.78,8,25,4,3,1,0,3,1
97,0,112.6,9,8,3,3,2,0,0,1
3,1,65.0,11,13,2,1,2,0,0,1
72,0,95.4,11,12,4,1,1,0,0,0
11,1,102.0,1,27,4,2,0,0,0,1
128,0,122.4,8,17,4,4,1,0,3,0
3,0,82.88,12,21,4,4,1,0,0,1
95,1,104.4,10,27,4,3,0,0,3,1
197,1,72.25,8,24,3,3,0,0,0,1
166,0,128.7,8,29,4,0,1,0,3,0
8,1,116.33,12,1,4,3,0,0,3,1
6,1,88.0,12,12,4,0,1,3,0,1
0,1,98.0,8,22,4,1,1,3,0,1
82,0,82.45,3,29,4,4,0,0,0,1
1,2,129.0,6,22,4,1,0,3,0,1
30,1,116.3,3,4,4,2,0,0,3,1
55,2,79.2,12,10,4,1,1,3,0,1
62,0,152.1,8,21,4,0,1,0,0,0
56,1,207.9,9,8,4,3,0,0,5,1
140,0,114.63,7,31,4,5,2,0,3,1
31,0,117.3,3,3,4,3,1,0,3,1
0,2,0.0,7,29,1,1,0,0,4,1
195,0,109.8,8,30,4,2,0,0,3,0
12,2,129.5,5,16,4,0,1,0,0,1
137,0,89.75,9,12,3,1,1,0,0,1
96,0,60.0,3,6,3,3,2,0,0,1
1,1,68.0,11,5,3,2,2,0,0,1
54,1,135.9,8,5,4,2,2,0,0,1
12,1,71.87,11,12,4,6,3,3,0,0
106,1,85.7,4,28,4,3,0,0,3,1
302,2,90.3,12,29,4,3,0,0,0,0
104,0,139.2,7,16,4,4,2,0,3,0
145,0,72.25,7,11,3,4,1,0,0,0
2,1,84.0,12,8,4,1,0,3,0,1
10,0,111.0,4,7,4,3,0,0,0,0
0,1,110.7,6,9,4,1,0,0,0,1
232,1,131.4,7,2,4,1,1,0,0,0
41,2,93.93,11,12,4,2,2,0,0,1
11,2,248.0,9,20,4,2,0,0,5,1
22,1,87.0,11,14,4,1,1,0,0,1
3,1,119.0,4,28,4,1,0,3,0,1
290,0,72.0,6,17,3,2,1,0,0,1
160,0,130.05,8,1,4,4,1,0,3,0
35,2,77.25,12,26,4,1,0,0,1,1
7,1,124.0,4,10,4,0,2,0,3,1
7,1,103.18,10,19,4,2,0,3,0,1
106,1,171.9,11,8,4,1,0,0,0,1
67,0,106.25,7,10,3,3,2,0,0,1
7,0,114.0,10,27,2,1,0,0,0,1
12,2,111.0,2,7,4,0,2,0,0,1
65,1,118.8,4,24,4,0,2,0,3,1
43,0,126.9,4,30,4,1,0,0,0,0
3,2,146.4,11,3,4,3,2,0,0,1
47,1,105.3,4,19,4,2,0,0,0,1
48,0,85.5,5,30,3,3,1,0,0,1
35,1,75.0,10,26,3,2,1,0,3,1
210,0,0.0,10,8,4,3,1,1,0,1
78,0,80.75,5,5,3,3,1,0,0,1
139,1,124.5,5,21,4,1,2,0,3,0
29,1,150.8,8,26,4,2,1,0,3,1
106,0,94.5,7,12,4,6,2,3,0,0
2,1,136.0,6,11,4,1,0,0,3,1
4,1,82.9,1,10,4,0,2,0,0,1
187,0,84.72,8,26,4,7,2,3,0,0
112,2,105.3,7,18,4,2,1,0,0,1
119,0,121.5,7,27,4,3,0,0,0,0
124,0,146.7,8,8,4,4,1,0,3,0
25,1,139.0,8,2,4,3,0,3,0,0
4,1,124.1,5,30,4,3,1,0,3,1
216,2,177.3,8,5,4,1,0,0,5,0
0,0,149.0,9,2,4,1,0,3,0,1
186,0,103.7,7,26,4,4,0,0,3,0
39,0,117.9,7,2,4,1,2,0,0,0
32,0,198.9,9,2,4,1,0,0,1,0
117,2,177.3,5,5,4,3,0,0,5,1
127,2,132.3,10,12,4,3,0,0,3,0
31,0,95.0,10,9,2,2,2,0,0,1
52,1,140.4,5,4,4,1,0,0,3,1
141,1,109.8,6,30,4,3,0,0,3,0
114,0,72.25,8,22,3,3,1,0,0,1
18,3,122.5,9,4,4,0,2,0,0,1
5,1,71.84,2,24,4,1,0,0,0,1
78,0,96.3,4,8,4,2,1,0,0,1
1,0,65.0,11,19,2,1,0,0,0,0
35,0,125.1,7,25,4,0,1,3,0,0
11,0,75.25,10,23,3,2,2,0,0,1
182,0,99.3,8,24,4,3,0,0,0,0
55,2,90.0,7,7,4,4,0,0,0,0
63,2,107.1,9,1,4,3,2,0,0,1
14,2,65.8,1,15,4,2,0,0,0,1
96,0,131.4,8,26,4,2,0,0,3,0
133,0,118.8,9,3,4,1,2,3,0,0
45,1,135.9,6,17,4,4,2,0,3,1
107,0,79.22,10,23,3,2,2,0,0,1
207,2,177.3,8,7,4,0,2,0,5,0
0,0,0.0,10,1,1,1,0,0,0,1
103,1,113.05,12,27,3,3,0,0,4,1
0,1,79.0,2,26,4,1,0,3,0,1
